abandon	əˈbændən
confessor	kənˈfesə(r)
confidential	ˌkɒnfɪˈdenʃl
confidentially	ˌkɒnfɪˈdenʃəli
confident	ˈkɒnfɪdənt
confidently	ˈkɒnfɪdəntli
confidentiality	ˌkɒnfɪˌdenʃiˈæləti
confide	kənˈfaɪd
confiding	kənˈfaɪdɪŋ
confidingly	kənˈfaɪdɪŋli
confessional	kənˈfeʃənl
confine	kənˈfaɪn
confined	kənˈfaɪnd
configuration	kənˌfɪɡəˈreɪʃn
confines	ˈkɒnfaɪnz
confirm	kənˈfɜːm
confirmation	ˌkɒnfəˈmeɪʃn
confinement	kənˈfaɪnmənt
configure	kənˈfɪɡə(r)
confiscate	ˈkɒnfɪskeɪt
confiscation	ˌkɒnfɪˈskeɪʃn
confirmed	kənˈfɜːmd
confidence	ˈkɒnfɪdəns
confit	ˈkɒnfi
conflagration	ˌkɒnfləˈɡreɪʃn
conflict	ˈkɒnflɪkt
conflicted	kənˈflɪktɪd
conform	kənˈfɔːm
conformation	ˌkɒnfɔːˈmeɪʃn
conformable	kənˈfɔːməbl
conformability	kənˌfɔːməˈbɪləti
conformance	kənˈfɔːməns
conflate	kənˈfleɪt
conflation	kənˈfleɪʃn
confounded	kənˈfaʊndɪd
conformist	kənˈfɔːmɪst
conformity	kənˈfɔːməti
confound	kənˈfaʊnd
confluence	ˈkɒnfluəns
confuse	kənˈfjuːz
confront	kənˈfrʌnt
confused	kənˈfjuːzd
confusedly	kənˈfjuːzədli
confrontational	ˌkɒnfrʌnˈteɪʃnl
confrontation	ˌkɒnfrʌnˈteɪʃn
congeal	kənˈdʒiːl
confusing	kənˈfjuːzɪŋ
confusingly	kənˈfjuːzɪŋli
confute	kənˈfjuːt
conga	ˈkɒŋɡə
congestion	kənˈdʒestʃən
congenial	kənˈdʒiːniəl
confusion	kənˈfjuːʒn
conger	ˈkɒŋɡə(r)
congested	kənˈdʒestɪd
congenital	kənˈdʒenɪtl
congenitally	kənˈdʒenɪtəli
conglomerate	kənˈɡlɒmərət
congo	ˈkɒŋɡəʊ
congrats	kənˈɡræts
congregate	ˈkɒŋɡrɪɡeɪt
congressman	ˈkɒŋɡresmən
congressmen	ˈkɒŋɡresmən
congresswomen	ˈkɒŋɡresmən
congratulation	kənˌɡrætʃuˈleɪʃn
conglomeration	kənˌɡlɒməˈreɪʃn
congratulatory	kənˌɡrætʃuˈleɪtəri
congregationalism	ˌkɒŋɡrɪˈɡeɪʃnəlɪzəm
Congregational	ˌkɒŋɡrɪˈɡeɪʃnəl
Congregationalist	ˌkɒŋɡrɪˈɡeɪʃnəlɪst
congregation	ˌkɒŋɡrɪˈɡeɪʃn
congregational	ˌkɒŋɡrɪˈɡeɪʃənl
congruent	ˈkɒŋɡruənt
congruence	ˈkɒŋɡruəns
congressional	kənˈɡreʃənl
congress	ˈkɒŋɡres
conic	ˈkɒnɪk
congratulate	kənˈɡrætʃuleɪt
conifer	ˈkɒnɪfə(r)
coniferous	kəˈnɪfərəs
conjecture	kənˈdʒektʃə(r)
conjectural	kənˈdʒektʃərəl
conical	ˈkɒnɪkl
conjoin	kənˈdʒɔɪn
conjugate	ˈkɒndʒəɡeɪt
conjugal	ˈkɒndʒəɡl
conjugation	ˌkɒndʒuˈɡeɪʃn
conjunction	kənˈdʒʌŋkʃn
conjoint	kənˈdʒɔɪnt
conjointly	kənˈdʒɔɪntli
conjunctivitis	kənˌdʒʌŋktɪˈvaɪtɪs
conk	kɒŋk
conker	ˈkɒŋkə(r)
conjuror	ˈkʌndʒərə(r)
connect	kəˈnekt
connectedness	kəˈnektɪdnəs
connection	kəˈnekʃn
conjure	ˈkʌndʒə(r)
conjuring	ˈkʌndʒərɪŋ
connector	kəˈnektə(r)
connective	kəˈnektɪv
conniving	kəˈnaɪvɪŋ
connote	kəˈnəʊt
connectivity	ˌkɒnekˈtɪvɪti
connivance	kəˈnaɪvəns
connoisseur	ˌkɒnəˈsɜː(r)
connive	kəˈnaɪv
conniption	kəˈnɪpʃn
connotation	ˌkɒnəˈteɪʃn
connected	kəˈnektɪd
connubial	kəˈnjuːbiəl
conquer	ˈkɒŋkə(r)
conquistador	kɒnˈkwɪstədɔː(r)
conquistadores	kɒnˌkwɪstəˈdɔːreɪz
conquistadors	kɒnˌkwɪstəˈdɔːreɪz
conscript	kənˈskrɪpt
conscientious	ˌkɒnʃiˈenʃəs
conscientiously	ˌkɒnʃiˈenʃəsli
conscientiousness	ˌkɒnʃiˈenʃəsnəs
conscious	ˈkɒnʃəs
consciously	ˈkɒnʃəsli
conqueror	ˈkɒŋkərə(r)
consanguinity	ˌkɒnsæŋˈɡwɪnəti
conquest	ˈkɒŋkwest
consecutive	kənˈsekjətɪv
consecutively	kənˈsekjətɪvli
consent	kənˈsent
conscription	kənˈskrɪpʃn
conscience	ˈkɒnʃəns
consciousness	ˈkɒnʃəsnəs
consensual	kənˈsenʃuəl
consensus	kənˈsensəs
consequence	ˈkɒnsɪkwəns
consecrate	ˈkɒnsɪkreɪt
consecration	ˌkɒnsɪˈkreɪʃn
conservative	kənˈsɜːvətɪv
conservatively	kənˈsɜːvətɪvli
consequently	ˈkɒnsɪkwəntli
conservatism	kənˈsɜːvətɪzəm
conservatoire	kənˈsɜːvətwɑː(r)
consequential	ˌkɒnsɪˈkwenʃl
consequentially	ˌkɒnsɪˈkwenʃəli
conserve	kənˈsɜːv
conservation	ˌkɒnsəˈveɪʃn
conservancy	kənˈsɜːvənsi
conservationist	ˌkɒnsəˈveɪʃənɪst
considerably	kənˈsɪdərəbli
considerable	kənˈsɪdərəbl
considerate	kənˈsɪdərət
considerately	kənˈsɪdərətli
consign	kənˈsaɪn
consideration	kənˌsɪdəˈreɪʃn
conservator	kənˈsɜːvətə(r)
consistent	kənˈsɪstənt
consistently	kənˈsɪstəntli
consignment	kənˈsaɪnmənt
console	kənˈsəʊl
consolation	ˌkɒnsəˈleɪʃn
consolatory	kənˈsɒlətəri
consonance	ˈkɒnsənəns
consonant	ˈkɒnsənənt
consort	ˈkɒnsɔːt
consomme	kənˈsɒmeɪ
consist	kənˈsɪst
consolidate	kənˈsɒlɪdeɪt
consolidation	kənˌsɒlɪˈdeɪʃn
considering	kənˈsɪdərɪŋ
conspicuous	kənˈspɪkjuəs
conspicuously	kənˈspɪkjuəsli
conspicuousness	kənˈspɪkjuəsnəs
conspirator	kənˈspɪrətə(r)
consonantal	ˌkɒnsəˈnæntl
constant	ˈkɒnstənt
conspire	kənˈspaɪə(r)
constantly	ˈkɒnstəntli
consortium	kənˈsɔːtiəm
consortiums	kənˈsɔːtiə
consortia	kənˈsɔːtiə
conspiratorial	kənˌspɪrəˈtɔːriəl
conspiratorially	kənˌspɪrəˈtɔːriəli
constituent	kənˈstɪtjuənt
constancy	ˈkɒnstənsi
constitutional	ˌkɒnstɪˈtjuːʃənl
constitutionally	ˌkɒnstɪˈtjuːʃənəli
consider	kənˈsɪdə(r)
constellation	ˌkɒnstəˈleɪʃn
constitution	ˌkɒnstɪˈtjuːʃn
consternation	ˌkɒnstəˈneɪʃn
constipated	ˈkɒnstɪpeɪtɪd
constipation	ˌkɒnstɪˈpeɪʃn
constable	ˈkʌnstəbl
constative	ˈkɒnstətɪv
constitutionalism	ˌkɒnstɪˈtjuːʃənəlɪzəm
constitute	ˈkɒnstɪtjuːt
constrained	kənˈstreɪnd
constitutionality	ˌkɒnstɪˌtjuːʃəˈnæləti
constitutive	ˌkɒnstɪˈtjuːtɪv
constraint	kənˈstreɪnt
constrain	kənˈstreɪn
construct	kənˈstrʌkt
construction	kənˈstrʌkʃn
constructional	kənˈstrʌkʃənl
constructor	kənˈstrʌktə(r)
constructive	kənˈstrʌktɪv
constructively	kənˈstrʌktɪvli
consulate	ˈkɒnsjələt
consult	kənˈsʌlt
consultation	ˌkɒnslˈteɪʃn
consume	kənˈsjuːm
construe	kənˈstruː
consultative	kənˈsʌltətɪv
consumer	kənˈsjuːmə(r)
consumable	kənˈsjuːməbl
consul	ˈkɒnsl
consular	ˈkɒnsjələ(r)
consultant	kənˈsʌltənt
consumerism	kənˈsjuːmərɪzəm
consumerist	kənˈsjuːmərɪst
contagion	kənˈteɪdʒən
consummation	ˌkɒnsəˈmeɪʃn
consumptive	kənˈsʌmptɪv
consuming	kənˈsjuːmɪŋ
contain	kənˈteɪn
containerized	kənˈteɪnəraɪzd
containerization	kənˌteɪnəraɪˈzeɪʃn
consumption	kənˈsʌmpʃn
contagious	kənˈteɪdʒəs
contagiously	kənˈteɪdʒəsli
contaminate	kənˈtæmɪneɪt
contamination	kənˌtæmɪˈneɪʃn
contaminant	kənˈtæmɪnənt
containment	kənˈteɪnmənt
contemplation	ˌkɒntəmˈpleɪʃn
contemporary	kənˈtemprəri
contemporaneous	kənˌtempəˈreɪniəs
contemporaneously	kənˌtempəˈreɪniəsli
contact	ˈkɒntækt
contemplative	kənˈtemplətɪv
contemptuous	kənˈtemptʃuəs
contemptuously	kənˈtemptʃuəsli
container	kənˈteɪnə(r)
contend	kənˈtend
contemplate	ˈkɒntəmpleɪt
contemptible	kənˈtemptəbl
contented	kənˈtentɪd
contentedly	kənˈtentɪdli
contempt	kənˈtempt
contender	kənˈtendə(r)
contentious	kənˈtenʃəs
contestant	kənˈtestənt
contentment	kənˈtentmənt
content	ˈkɒntent
continent	ˈkɒntɪnənt
contextualize	kənˈtekstʃuəlaɪz
contextualization	kənˌtekstʃuəlaɪzˈeɪʃn
contention	kənˈtenʃn
continuant	kənˈtɪnjuənt
continence	ˈkɒntɪnəns
continent	ˈkɒntɪnənt
continuance	kənˈtɪnjuəns
contingent	kənˈtɪndʒənt
continued	kənˈtɪnjuːd
context	ˈkɒntekst
continual	kənˈtɪnjuəl
continually	kənˈtɪnjuəli
continental	ˌkɒntɪˈnentl
continuo	kənˈtɪnjuəʊ
continuous	kənˈtɪnjuəs
continuously	kənˈtɪnjuəsli
contortionist	kənˈtɔːʃənɪst
continuation	kənˌtɪnjuˈeɪʃn
contiguous	kənˈtɪɡjuəs
contiguity	ˌkɒntɪˈɡjuːəti
contextual	kənˈtekstʃuəl
contextually	kənˈtekstʃuəli
contest	ˈkɒntest
contortion	kənˈtɔːʃn
contrabass	ˈkɒntrəbeɪs
contoured	ˈkɒntʊəd
contra	ˈkɒntrə
contrabassoon	ˈkɒntrəbəsuːn
contract	ˈkɒntrækt
contour	ˈkɒntʊə(r)
continuum	kənˈtɪnjuəm
continua	kənˈtɪnjuə
contraband	ˈkɒntrəbænd
contraceptive	ˌkɒntrəˈseptɪv
contraction	kənˈtrækʃn
contractor	kənˈtræktə(r)
contradiction	ˌkɒntrəˈdɪkʃn
contraception	ˌkɒntrəˈsepʃn
contractile	kənˈtræktaɪl
contradict	ˌkɒntrəˈdɪkt
contractual	kənˈtræktʃuəl
contractually	kənˈtræktʃuəli
contradistinction	ˌkɒntrədɪˈstɪŋkʃn
contraindication	ˌkɒntrəˌɪndɪˈkeɪʃn
contraindicate	ˌkɒntrəˈɪndɪkeɪt
contradictory	ˌkɒntrəˈdɪktəri
contrariwise	kənˈtreəriwaɪz
contrastive	kənˈtrɑːstɪv
contrapuntal	ˌkɒntrəˈpʌntl
contraption	kənˈtræpʃn
contrary	ˈkɒntrəri
contravene	ˌkɒntrəˈviːn
contravention	ˌkɒntrəˈvenʃn
contribute	kənˈtrɪbjuːt
contribution	ˌkɒntrɪˈbjuːʃn
contrive	kənˈtraɪv
contrasting	kənˈtrɑːstɪŋ
continue	kənˈtɪnjuː
contrived	kənˈtraɪvd
controlled	kənˈtrəʊld
controversial	ˌkɒntrəˈvɜːʃl
controversially	ˌkɒntrəˈvɜːʃəli
controllable	kənˈtrəʊləbl
contributor	kənˈtrɪbjətə(r)
controller	kənˈtrəʊlə(r)
contrivance	kənˈtraɪvəns
contrast	ˈkɒntrɑːst
contributory	kənˈtrɪbjətəri
controvert	ˌkɒntrəˈvɜːt
conurbation	ˌkɒnɜːˈbeɪʃn
contumacious	ˌkɒntjuˈmeɪʃəs
convalescence	ˌkɒnvəˈlesns
control	kənˈtrəʊl
convalescent	ˌkɒnvəˈlesnt
convection	kənˈvekʃn
convalesce	ˌkɒnvəˈles
contusion	kənˈtjuːʒn
conundrum	kəˈnʌndrəm
convent	ˈkɒnvənt
convene	kənˈviːn
convector	kənˈvektə(r)
convenience	kənˈviːniəns
convener	kənˈviːnə(r)
convention	kənˈvenʃn
conventional	kənˈvenʃənl
conventionality	kənˌvenʃəˈnæləti
conventionally	kənˌvenʃənəli
conventioneer	kənˌvenʃəˈnɪə(r)
conversant	kənˈvɜːsnt
conversationalist	ˌkɒnvəˈseɪʃənəlɪst
convenient	kənˈviːniənt
conveniently	kənˈviːniəntli
converse	kənˈvɜːs
conversational	ˌkɒnvəˈseɪʃənl
conversationally	ˌkɒnvəˈseɪʃənli
convertible	kənˈvɜːtəbl
convertibility	kənˌvɜːtəˈbɪləti
conversely	ˈkɒnvɜːsli
convert	kənˈvɜːt
conveyance	kənˈveɪəns
converter	kənˈvɜːtə(r)
conversion	kənˈvɜːʃn
convey	kənˈveɪ
convex	ˈkɒnveks
convexity	kɒnˈveksəti
conversation	ˌkɒnvəˈseɪʃn
conveyancing	kənˈveɪənsɪŋ
conveyancer	kənˈveɪənsə(r)
conveyor	kənˈveɪə(r)
convince	kənˈvɪns
convict	kənˈvɪkt
convincing	kənˈvɪnsɪŋ
convincingly	kənˈvɪnsɪŋli
convoke	kənˈvəʊk
convolution	ˌkɒnvəˈluːʃn
convinced	kənˈvɪnst
convivial	kənˈvɪviəl
conviviality	kənˌvɪviˈæləti
conviction	kənˈvɪkʃn
convocation	ˌkɒnvəˈkeɪʃn
convoy	ˈkɒnvɔɪ
convulsive	kənˈvʌlsɪv
convulsively	kənˈvʌlsɪvli
convulsion	kənˈvʌlʃn
convoluted	ˈkɒnvəluːtɪd
convolvulus	kənˈvɒlvjələs
convulse	kənˈvʌls
cook	kʊk
cookbook	ˈkʊkbʊk
cookhouse	ˈkʊkhaʊs
cooee	ˈkuːiː
cookshop	ˈkʊkʃɒp
cookery	ˈkʊkəri
coolant	ˈkuːlənt
cookout	ˈkʊkaʊt
cookware	ˈkʊkweə(r)
coop	kuːp
cooler	ˈkuːlə(r)
cooper	ˈkuːpə(r)
coon	kuːn
cooperative	kəʊˈɒpərətɪv
cooperatively	kəʊˈɒpərətɪvli
coolly	ˈkuːlli
coolness	ˈkuːlnəs
cooking	ˈkʊkɪŋ
cooker	ˈkʊkə(r)
coolie	ˈkuːli
cooperate	kəʊˈɒpəreɪt
cooperation	kəʊˌɒpəˈreɪʃn
coot	kuːt
coordination	kəʊˌɔːdɪˈneɪʃn
cop	kɒp
cope	kəʊp
copier	ˈkɒpiə(r)
copious	ˈkəʊpiəs
copiously	ˈkəʊpiəsli
coping	ˈkəʊpɪŋ
copper	ˈkɒpə(r)
coppice	ˈkɒpɪs
coppery	ˈkɒpəri
copperhead	ˈkɒpəhed
copperplate	ˈkɒpəpleɪt
copra	ˈkɒprə
copse	kɒps
copter	ˈkɒptə(r)
copybook	ˈkɒpibʊk
copycat	ˈkɒpikæt
copyright	ˈkɒpiraɪt
copula	ˈkɒpjələ
copulate	ˈkɒpjuleɪt
copulation	ˌkɒpjuˈleɪʃn
copywriter	ˈkɒpiraɪtə(r)
copyist	ˈkɒpiɪst
coral	ˈkɒrəl
cor	kɔː(r)
coracle	ˈkɒrəkl
coquetry	ˈkɒkɪtri
corbel	ˈkɔːbl
cord	kɔːd
cordial	ˈkɔːdiəl
cordiality	ˌkɔːdiˈæləti
cordially	ˈkɔːdiəli
cordon	ˈkɔːdn
corded	ˈkɔːdɪd
corduroy	ˈkɔːdərɔɪ
cordite	ˈkɔːdaɪt
cordless	ˈkɔːdləs
corkage	ˈkɔːkɪdʒ
core	kɔː(r)
coriander	ˌkɒriˈændə(r)
corked	kɔːkt
corker	ˈkɔːkə(r)
corgi	ˈkɔːɡi
corkscrew	ˈkɔːkskruː
corm	kɔːm
cornbread	ˈkɔːnbred
corner	ˈkɔːnə(r)
cork	kɔːk
cornelian	kɔːˈniːliən
cormorant	ˈkɔːmərənt
corncob	ˈkɔːnkɒb
cornea	ˈkɔːniə
corneal	ˈkɔːniəl
cornerback	ˈkɔːnəbæk
corncrake	ˈkɔːnkreɪk
cornet	ˈkɔːnɪt
cornflower	ˈkɔːnflaʊə(r)
cornflakes	ˈkɔːnfleɪks
corn	kɔːn
corolla	kəˈrɒlə
cornfield	ˈkɔːnfiːld
cornstarch	ˈkɔːnstɑːtʃ
cornrows	ˈkɔːnrəʊz
cornucopia	ˌkɔːnjuˈkəʊpiə
cornice	ˈkɔːnɪs
cornmeal	ˈkɔːnmiːl
coronet	ˈkɒrənet
coronary	ˈkɒrənri
corona	kəˈrəʊnə
coronae	kəˈrəʊniː
coronation	ˌkɒrəˈneɪʃn
corporal	ˈkɔːpərəl
corporate	ˈkɔːpərət
coroner	ˈkɒrənə(r)
corpora	ˈkɔːpərə
corpse	kɔːps
corporator	ˈkɔːpəreɪtə(r)
corporatism	ˈkɔːpərətɪzəm
corpuscle	ˈkɔːpʌsl
correction	kəˈrekʃn
correct	kəˈrekt
correctly	kəˈrektli
correctness	kəˈrektnəs
correlate	ˈkɒrəleɪt
corporeal	kɔːˈpɔːriəl
corral	kəˈrɑːl
corporation	ˌkɔːpəˈreɪʃn
corps	kɔː(r)
corps	kɔːz
corpus	ˈkɔːpəs
corpora	ˈkɔːpərə
corpuses	ˈkɔːpəsɪz
correlative	kəˈrelətɪv
correctional	kəˈrekʃənl
correlation	ˌkɒrəˈleɪʃn
correspondence	ˌkɒrəˈspɒndəns
corrective	kəˈrektɪv
corridor	ˈkɒrɪdɔː(r)
correspond	ˌkɒrəˈspɒnd
corrigendum	ˌkɒrɪˈdʒendəm
corrigenda	ˌkɒrɪˈdʒendə
corrosive	kəˈrəʊsɪv
correspondent	ˌkɒrəˈspɒndənt
corrie	ˈkɒri
corrupt	kəˈrʌpt
corruptly	kəˈrʌptli
corrugated	ˈkɒrəɡeɪtɪd
corroborate	kəˈrɒbəreɪt
corroboration	kəˌrɒbəˈreɪʃn
corrode	kəˈrəʊd
corrosion	kəˈrəʊʒn
corroborative	kəˈrɒbərətɪv
corset	ˈkɔːsɪt
corsage	kɔːˈsɑːʒ
corruptible	kəˈrʌptəbl
corsair	kɔːˈseə(r)
cortex	ˈkɔːteks
cortical	ˈkɔːtɪkl
cortices	ˈkɔːtɪsiːz
cortege	kɔːˈteʒ
corselette	ˌkɔːsəˈlet
corruption	kəˈrʌpʃn
corundum	kəˈrʌndəm
cortisone	ˈkɔːtɪzəʊn
corvette	kɔːˈvet
cos	kəz
cosh	kɒʃ
cosmetic	kɒzˈmetɪk
cosine	ˈkəʊsaɪn
cosmopolitan	ˌkɒzməˈpɒlɪtən
cosmology	kɒzˈmɒlədʒi
cosmological	ˌkɒzməˈlɒdʒɪkl
cosmologist	kɒzˈmɒlədʒɪst
cosmogony	kɒzˈmɒɡəni
cosmography	kɒzˈmɒɡrəfi
cosmonaut	ˈkɒzmənɔːt
cosmic	ˈkɒzmɪk
cosmos	ˈkɒzmɒs
costermonger	ˈkɒstəmʌŋɡə(r)
cosset	ˈkɒsɪt
costal	ˈkɒstl
costumed	ˈkɒstjuːmd
costumier	kɒsˈtjuːmiə(r)
cot	kɒt
costing	ˈkɒstɪŋ
costume	ˈkɒstjuːm
coterie	ˈkəʊtəri
coterminous	kəʊˈtɜːmɪnəs
cottager	ˈkɒtɪdʒə(r)
cottage	ˈkɒtɪdʒ
cotton	ˈkɒtn
cost	kɒst
couch	kaʊtʃ
coughing	ˈkɒfɪŋ
cottonmouth	ˈkɒtnmaʊθ
cottonwood	ˈkɒtnwʊd
cougar	ˈkuːɡə(r)
coulomb	ˈkuːlɒm
council	ˈkaʊnsl
counsel	ˈkaʊnsl
councilwoman	ˈkaʊnslwʊmən
councilwomen	ˈkaʊnslwɪmɪn
counselling	ˈkaʊnsəlɪŋ
cough	kɒf
count	kaʊnt
counter	ˈkaʊntə(r)
councillor	ˈkaʊnsələ(r)
countable	ˈkaʊntəbl
counsellor	ˈkaʊnsələ(r)
countenance	ˈkaʊntənəns
councilman	ˈkaʊnslmən
councilmen	ˈkaʊnslmən
countdown	ˈkaʊntdaʊn
could	kəd
could not	ˈkʊdnt
couldn't	ˈkʊdnt
counteract	ˌkaʊntərˈækt
counterblast	ˈkaʊntəblɑːst
counterbalance	ˌkaʊntəˈbæləns
counterclockwise	ˌkaʊntəˈklɒkwaɪz
counterculture	ˈkaʊntəkʌltʃə(r)
counterclaim	ˈkaʊntəkleɪm
counterfeit	ˈkaʊntəfɪt
counterfoil	ˈkaʊntəfɔɪl
counterfeiter	ˈkaʊntəfɪtə(r)
countermand	ˌkaʊntəˈmɑːnd
countermeasure	ˈkaʊntəmeʒə(r)
counteroffensive	ˈkaʊntərəfensɪv
counterpane	ˈkaʊntəpeɪn
counterpart	ˈkaʊntəpɑːt
counterpoint	ˈkaʊntəpɔɪnt
counterproductive	ˌkaʊntəprəˈdʌktɪv
countersign	ˈkaʊntəsaɪn
countertenor	ˌkaʊntəˈtenə(r)
countersunk	ˈkaʊntəsʌŋk
counterweight	ˈkaʊntəweɪt
countervailing	ˈkaʊntəveɪlɪŋ
counterterrorism	ˌkaʊntəˈterərɪzəm
counterterrorist	ˌkaʊntəˈterərɪst
countertop	ˈkaʊntətɒp
countless	ˈkaʊntləs
countryside	ˈkʌntrisaɪd
coup	kuː
coups	kuːz
countrified	ˈkʌntrifaɪd
countrywide	ˌkʌntriˈwaɪd
countess	ˈkaʊntəs
coupling	ˈkʌplɪŋ
coupe	ˈkuːpeɪ
countrywoman	ˈkʌntriwʊmən
countrywomen	ˈkʌntriwɪmɪn
countryman	ˈkʌntrimən
countrymen	ˈkʌntrimən
courageous	kəˈreɪdʒəs
courageously	kəˈreɪdʒəsli
courier	ˈkʊriə(r)
courage	ˈkʌrɪdʒ
couplet	ˈkʌplət
courseware	ˈkɔːsweə(r)
coursing	ˈkɔːsɪŋ
courteous	ˈkɜːtiəs
courteously	ˈkɜːtiəsli
courtier	ˈkɔːtiə(r)
courgette	kʊəˈʒet
coupon	ˈkuːpɒn
court	kɔːt
courtesan	ˌkɔːtɪˈzæn
cousin	ˈkʌzn
courtroom	ˈkɔːtruːm
courtship	ˈkɔːtʃɪp
courthouse	ˈkɔːthaʊs
courtly	ˈkɔːtli
courtyard	ˈkɔːtjɑːd
couture	kuˈtjʊə(r)
covalent	ˌkəʊˈveɪlənt
couturier	kuˈtjʊərieɪ
couscous	ˈkʊskʊs
course	kɔːs
covariant	kəʊˈveəriənt
cove	kəʊv
covenant	ˈkʌvənənt
coven	ˈkʌvn
coveralls	ˈkʌvərɔːlz
covet	ˈkʌvət
covetous	ˈkʌvətəs
covetousness	ˈkʌvətəsnəs
coverlet	ˈkʌvələt
coverage	ˈkʌvərɪdʒ
covered	ˈkʌvəd
cover	ˈkʌvə(r)
coward	ˈkaʊəd
cowardly	ˈkaʊədli
cow	kaʊ
covering	ˈkʌvərɪŋ
cowardice	ˈkaʊədɪs
cowbell	ˈkaʊbel
cowcatcher	ˈkaʊkætʃə(r)
cower	ˈkaʊə(r)
cowed	kaʊd
cowboy	ˈkaʊbɔɪ
cowgirl	ˈkaʊɡɜːl
cowhide	ˈkaʊhaɪd
cowhand	ˈkaʊhænd
cowlick	ˈkaʊlɪk
cowl	kaʊl
cowpat	ˈkaʊpæt
cowling	ˈkaʊlɪŋ
cowrie	ˈkaʊri
cowpea	ˈkaʊpiː
cox	kɒks
cowpox	ˈkaʊpɒks
cowslip	ˈkaʊslɪp
cowpoke	ˈkaʊpəʊk
coxswain	ˈkɒksn
coypu	ˈkɔɪpuː
coyote	kaɪˈəʊti
coy	kɔɪ
coyly	kɔɪli
coyness	kɔɪnəs
crabbed	ˈkræbɪd
crab	kræb
cowshed	ˈkaʊʃed
crackle	ˈkrækl
cracked	krækt
crackbrained	ˈkrækbreɪnd
crackerjack	ˈkrækədʒæk
crackdown	ˈkrækdaʊn
crabgrass	ˈkræbɡrɑːs
crabwise	ˈkræbwaɪz
crabby	ˈkræbi
cracker	ˈkrækə(r)
cracking	ˈkrækɪŋ
crackers	ˈkrækəz
crackling	ˈkræklɪŋ
crack	kræk
crackpot	ˈkrækpɒt
cradle	ˈkreɪdl
cracknel	ˈkræknəl
craftsmanship	ˈkrɑːftsmənʃɪp
craftsperson	ˈkrɑːftspɜːsn
craftspeople	ˈkrɑːftspiːpl
craftsman	ˈkrɑːftsmən
craftsmen	ˈkrɑːftmən
crag	kræɡ
craftswoman	ˈkrɑːftswʊmən
craftswomen	ˈkrɑːftswɪmɪn
crammer	ˈkræmə(r)
crane	kreɪn
craggy	ˈkræɡi
cramp	kræmp
crammed	kræmd
crank	kræŋk
crampon	ˈkræmpɒn
cranky	ˈkræŋki
cramped	kræmpt
crankshaft	ˈkræŋkʃɑːft
crash	kræʃ
crap	kræp
craps	kræps
crap	kræp
crapshoot	ˈkræpʃuːt
crass	kræs
crassly	kræsli
crassness	kræsnəs
crater	ˈkreɪtə(r)
crave	kreɪv
crate	kreɪt
craven	ˈkreɪvn
cravenly	ˈkreɪvnli
crawl	krɔːl
craw	krɔː
cravat	krəˈvæt
craze	kreɪz
craving	ˈkreɪvɪŋ
crawler	ˈkrɔːlə(r)
crawfish	ˈkrɔːfɪʃ
crazed	kreɪzd
cream	kriːm
creak	kriːk
crease	kriːs
creaky	ˈkriːki
crayon	ˈkreɪən
creamer	ˈkriːmə(r)
creative	kriˈeɪtɪv
creatively	kriˈeɪtɪvli
creativity	ˌkriːeɪˈtɪvəti
creationism	kriˈeɪʃnɪzəm
creationist	kriˈeɪʃnɪst
creature	ˈkriːtʃə(r)
credence	ˈkriːdns
credential	krəˈdenʃl
creator	kriˈeɪtə(r)
credit	ˈkredɪt
credible	ˈkredəbl
credibly	ˈkredəbli
credentials	krəˈdenʃlz
creditable	ˈkredɪtəbl
creditably	ˈkredɪtəbli
creche	kreʃ
credibility	ˌkredəˈbɪləti
creation	kriˈeɪʃn
creed	kriːd
create	kriˈeɪt
credulous	ˈkredjələs
creditor	ˈkredɪtə(r)
creeper	ˈkriːpə(r)
cremation	krəˈmeɪʃn
creditworthy	ˈkredɪtwɜːði
creditworthiness	ˈkredɪtwɜːðinəs
credulity	krɪˈdjuːləti
creek	kriːk
cremains	krɪˈmeɪnz
creel	kriːl
cremate	krəˈmeɪt
crenellated	ˈkrenəleɪtɪd
creosote	ˈkriːəsəʊt
creole	ˈkriːəʊl
creolize	ˈkriːəlaɪz
creolization	ˌkriːəlaɪˈzeɪʃn
-isation	ˌkriːəlaɪˈzeɪʃn
creeping	ˈkriːpɪŋ
crepitation	ˌkrepɪˈteɪʃn
crept	krept
crescent	ˈkresnt
crepe	kreɪp
crest	krest
cress	kres
crepuscular	krɪˈpʌskjələ(r)
crestfallen	ˈkrestfɔːlən
crevice	ˈkrevɪs
crib	krɪb
crested	ˈkrestɪd
cretin	ˈkretɪn
cretinous	ˈkretɪnəs
cribbage	ˈkrɪbɪdʒ
crier	ˈkraɪə(r)
criminal	ˈkrɪmɪnl
crevasse	krəˈvæs
crewman	ˈkruːmən
crewmen	ˈkruːmən
crew	kruː
crikey	ˈkraɪki
cricketing	ˈkrɪkɪtɪŋ
criminalize	ˈkrɪmɪnəlaɪz
criminalization	ˌkrɪmɪnəlaɪˈzeɪʃn
criminally	ˈkrɪmɪnəli
criminology	ˌkrɪmɪˈnɒlədʒi
criminological	ˌkrɪmɪnəˈlɒdʒɪkl
criminologist	ˌkrɪmɪˈnɒlədʒɪst
crick	krɪk
cricketer	ˈkrɪkɪtə(r)
criminality	ˌkrɪmɪˈnæləti
crinkle	ˈkrɪŋkl
