aardvark	ˈɑːdvɑːk
lecturers	ˈlektʃərəz
lectures	ˈlektʃəz
lectureship	ˈlektʃəʃɪp
lectureships	ˈlektʃəʃɪps
led	ˌel iː ˈdiː
ledge	ledʒ
ledger	ˈledʒə
ledgers	ˈledʒəz
ledges	ˈledʒɪz
lee	liː
leech	liːtʃ
leeches	ˈliːtʃɪz
leek	liːk
leeks	liːks
leer	lɪə
leers	lɪəz
lees	liːz
leet	liːt
leets	liːts
leeward	ˈliːwəd
leeway	ˈliːweɪ
leeways	ˈliːweɪz
left	left
left-luggage office	ˌleft ˈlʌɡɪdʒ ɒfɪs
left-luggage offices	ˌleft ˈlʌɡɪdʒ ɒfɪsɪz
lefties	ˈleftiz
leftism	ˈleftɪsm
leftist	ˈleftɪst
leftists	ˈleftɪsts
leftover	ˈleftəʊvə
leftovers	ˈleftəʊvəz
lefts	lefts
lefty	ˈlefti
leg	leɡ
legacies	ˈleɡəsiz
legacy	ˈleɡəsi
legalese	ˌliːɡəˈliːz
legality	liːˈɡæləti
legalization	ˌliːɡəlaɪˈzeɪʃn
legalizations	ˌliːɡəlaɪˈzeɪʃnz
legate	ˈleɡət
legatee	ˌleɡəˈtiː
legatees	ˌleɡəˈtiːz
legates	ˈleɡəts
legation	lɪˈɡeɪʃn
legations	lɪˈɡeɪʃnz
legend	ˈledʒənd
legends	ˈledʒəndz
legerdemain	ˈledʒədəmeɪn
leggings	ˈleɡɪŋz
legibility	ˌledʒəˈbɪləti
legion	ˈliːdʒən
legionaries	ˈliːdʒənəriz
legionary	ˈliːdʒənəri
legionnaire	ˌliːdʒəˈneə
legionnaires	ˌliːdʒəˈneəz
legions	ˈliːdʒənz
legislation	ˌledʒɪsˈleɪʃn
legislations	ˌledʒɪsˈleɪʃnz
legislator	ˈledʒɪsleɪtə
legislators	ˈledʒɪsleɪtəz
legislature	ˈledʒɪsleɪtʃə
legislatures	ˈledʒɪsleɪtʃəz
legitimacy	lɪˈdʒɪtɪməsi
legroom	ˈleɡrʊm
legs	leɡz
legume	lɪˈɡjuːm
legumes	lɪˈɡjuːmz
legwork	ˈleɡwɜːk
leisure	ˈleʒə
leisures	ˈleʒəz
leisurewear	ˈleʒəweə
leitmotif	ˈlaɪtməʊtiːf
leitmotifs	ˈlaɪtməʊtiːfs
lemma	ˈlemə
lemmas	ˈleməz
lemmata	ˈlemətə
lemming	ˈlemɪŋ
lemmings	ˈlemɪŋz
lemon	ˈlemən
lemonade	ˌleməˈneɪd
lemonades	ˌleməˈneɪdz
lemons	ˈlemənz
lemur	ˈliːmə
lemurs	ˈliːməz
lender	ˈlendə
lenders	ˈlendəz
lending	ˈlendɪŋ
lendings	ˈlendɪŋz
length	leŋθ
lengths	leŋθz
leniency	ˈliːniənsi
Leninism	ˈlenɪnɪzəm
Leninist	ˈlenɪnɪst
lens	lenz
lenses	ˈlenzɪz
lensman	ˈlenzmən
lent	lent
lentigo	lenˈtaɪɡəʊ
lentil	ˈlentl
lentils	ˈlentlz
Leo	ˈliːəʊ
leopard	ˈlepəd
leopardess	ˈlepədes
leopardesses	ˈlepədesɪz
leopards	ˈlepədz
leotard	ˈliːətɑːd
leotards	ˈliːətɑːdz
leper	ˈlepə
lepers	ˈlepəz
lepidopterist	ˌlepɪˈdɒptərɪst
lepidopterists	ˌlepɪˈdɒptərɪsts
leprechaun	ˈleprəkɔːn
leprechauns	ˈleprəkɔːnz
leprosy	ˈleprəsi
lesbian	ˈlezbiən
lesbianism	ˈlezbiənɪzəm
lesbians	ˈlezbiənz
lese-majesty	ˌliːz ˈmædʒəsti
lesion	ˈliːʒn
lesions	ˈliːʒnz
Lesotho	ləˈsuːtuː
lessee	leˈsiː
lessees	leˈsiːz
lessening	ˈlesnɪŋ
lesson	ˈlesn
lessons	ˈlesnz
lessor	leˈsɔː
lessors	leˈsɔːz
let	let
lethargy	ˈleθədʒi
Lethe	ˈliːθi
lets	lets
letter	ˈletə
letterbox	ˈletəbɒks
letterboxes	ˈletəbɒksɪz
letterhead	ˈletəhed
letterheads	ˈletəhedz
lettering	ˈletərɪŋ
letterings	ˈletərɪŋz
letters	ˈletəz
letting	ˈletɪŋ
lettings	ˈletɪŋz
lettuce	ˈletɪs
lettuces	ˈletɪsɪz
leucocyte	ˈluːkəsaɪt
leucocytes	ˈluːkəsaɪts
leukaemia	luːˈkiːmiə
levee	ˈlevi
levees	ˈleviz
level	ˈlevl
leveller	ˈlevələ
levellers	ˈlevələz
levels	ˈlevlz
lever	ˈliːvə
leverage	ˈliːvərɪdʒ
leverages	ˈliːvərɪdʒɪz
leveret	ˈlevərət
leverets	ˈlevərəts
levers	ˈliːvəz
leviathan	ləˈvaɪəθən
leviathans	ləˈvaɪəθənz
levies	ˈleviz
levitation	ˌlevɪˈteɪʃn
levitations	ˌlevɪˈteɪʃnz
levities	ˈlevətiz
levity	ˈlevəti
levy	ˈlevi
lexeme	ˈleksiːm
lexemes	ˈleksiːmz
lexicographer	ˌleksɪˈkɒɡrəfə
lexicographers	ˌleksɪˈkɒɡrəfəz
lexicography	ˌleksɪˈkɒɡrəfi
lexicology	ˌleksɪˈkɒlədʒi
lexicon	ˈleksɪkən
lexicons	ˈleksɪkənz
lexis	ˈleksɪs
ley	leɪ
leys	leɪz
liabilities	ˌlaɪəˈbɪlətiz
liability	ˌlaɪəˈbɪləti
liaison	liˈeɪzn
liaisons	liˈeɪznz
liar	ˈlaɪə
liars	ˈlaɪəz
lib	lɪb
libation	laɪˈbeɪʃn
libations	laɪˈbeɪʃnz
libel	ˈlaɪbl
libels	ˈlaɪblz
liberal	ˈlɪbərəl
liberalism	ˈlɪbərəlɪzəm
liberalities	ˌlɪbəˈrælətiz
liberality	ˌlɪbəˈræləti
liberalization	ˌlɪbrəlaɪˈzeɪʃn
liberalizations	ˌlɪbrəlaɪˈzeɪʃnz
liberals	ˈlɪbərəlz
liberation	ˌlɪbəˈreɪʃn
liberations	ˌlɪbəˈreɪʃnz
liberator	ˈlɪbəreɪtə
liberators	ˈlɪbəreɪtəz
Liberia	laɪˈbɪəriə
libertarian	ˌlɪbəˈteəriən
libertarians	ˌlɪbəˈteəriənz
liberties	ˈlɪbətiz
libertine	ˈlɪbətiːn
libertines	ˈlɪbətiːnz
liberty	ˈlɪbəti
libido	lɪˈbiːdəʊ
libidos	lɪˈbiːdəʊz
libra	ˈliːbrə
librarian	laɪˈbreəriən
librarians	laɪˈbreəriənz
librarianship	laɪˈbreəriənʃɪp
libraries	ˈlaɪbrəriz
library	ˈlaɪbrəri
libretti	lɪˈbretiː
librettist	lɪˈbretɪst
librettists	lɪˈbretɪsts
libretto	lɪˈbretəʊ
librettos	lɪˈbretəʊz
libs	lɪbz
Libya	ˈlɪbiə
lice	laɪs
licence	ˈlaɪsns
licences	ˈlaɪsnsɪz
license	ˈlaɪsns
licensee	ˌlaɪsənˈsiː
licensees	ˌlaɪsənˈsiːz
licenses	ˈlaɪsnsɪz
licentiate	laɪˈsenʃiət
licentiates	laɪˈsenʃiəts
licentiousness	laɪˈsenʃəsnəs
lichen	ˈlaɪkən
lichens	ˈlaɪkənz
lick	lɪk
licking	ˈlɪkɪŋ
lickings	ˈlɪkɪŋz
licks	lɪks
lickspittle	ˈlɪkspɪtl
lickspittles	ˈlɪkspɪtlz
licorice	ˈlɪkərɪʃ
licorices	ˈlɪkərɪʃz
lid	lɪd
lido	ˈliːdəʊ
lidocaine	ˈlɪdəkeɪn
lidos	ˈliːdəʊz
lids	lɪdz
Liebfraumilch	ˈliːbfraʊmɪlʃ
Liechtenstein	ˈlɪktənstaɪn
lied	liːd
liege	liːdʒ
lieges	ˈliːdʒɪz
lien	ˈliːən
liens	ˈliːənz
lieu	ljuː
lieus	ljuːz
lieutenant	lefˈtenənt
lieutenants	lefˈtenənts
life	laɪf
lifebelt	ˈlaɪfbelt
lifebelts	ˈlaɪfbelts
lifeboat	ˈlaɪfbəʊt
lifeboats	ˈlaɪfbəʊts
lifeguard	ˈlaɪfɡɑːd
lifeguards	ˈlaɪfɡɑːdz
lifeline	ˈlaɪflaɪn
lifelines	ˈlaɪflaɪnz
lifer	ˈlaɪfə
lifers	ˈlaɪfəz
lifespan	ˈlaɪfspæn
lifespans	ˈlaɪfspænz
lifestyle	ˈlaɪfstaɪl
lifestyles	ˈlaɪfstaɪlz
lifetime	ˈlaɪftaɪm
lifetimes	ˈlaɪftaɪmz
lift	lɪft
lifts	lɪfts
ligament	ˈlɪɡəmənt
ligaments	ˈlɪɡəmənts
ligature	ˈlɪɡətʃə
ligatures	ˈlɪɡətʃəz
ligger	ˈlɪɡə
liggers	ˈlɪɡəz
light	laɪt
lighter	ˈlaɪtə
lighters	ˈlaɪtəz
lighthouse	ˈlaɪthaʊs
lighthouses	ˈlaɪthaʊsɪz
lighting	ˈlaɪtɪŋ
lightings	ˈlaɪtɪŋz
lightness	ˈlaɪtnəs
lightning	ˈlaɪtnɪŋ
lights	laɪts
lightship	ˈlaɪtʃɪp
lightships	ˈlaɪtʃɪps
lightweight	ˈlaɪtweɪt
lightweights	ˈlaɪtweɪts
lignite	ˈlɪɡnaɪt
lignocaine	ˈlɪɡnəkeɪn
like	laɪk
likelihood	ˈlaɪklihʊd
likelihoods	ˈlaɪklihʊdz
likeness	ˈlaɪknəs
likenesses	ˈlaɪknəsɪz
likes	laɪks
liking	ˈlaɪkɪŋ
likings	ˈlaɪkɪŋz
lilac	ˈlaɪlək
lilacs	ˈlaɪləks
lilies	ˈlɪliz
Lilo	ˈlaɪləʊ
Lilos	ˈlaɪləʊz
lilt	lɪlt
lilts	lɪlts
lily	ˈlɪli
Lima bean	ˈliːmə biːn
limb	lɪm
limbic system	ˈlɪmbɪk sɪstəm
limbo	ˈlɪmbəʊ
limbos	ˈlɪmbəʊz
limbs	lɪmz
lime	laɪm
limeade	laɪmˈeɪd
limelight	ˈlaɪmlaɪt
limelights	ˈlaɪmlaɪts
limerick	ˈlɪmərɪk
limericks	ˈlɪmərɪks
limes	laɪmz
limestone	ˈlaɪmstəʊn
limestones	ˈlaɪmstəʊnz
limey	ˈlaɪmi
limeys	ˈlaɪmiz
limit	ˈlɪmɪt
limitation	ˌlɪmɪˈteɪʃn
limitations	ˌlɪmɪˈteɪʃnz
limits	ˈlɪmɪts
limo	ˈlɪməʊ
limos	ˈlɪməʊz
limousine	ˈlɪməziːn
limousines	ˈlɪməziːnz
limp	lɪmp
limpet	ˈlɪmpɪt
limpets	ˈlɪmpɪts
limps	lɪmps
linchpin	ˈlɪntʃpɪn
linchpins	ˈlɪntʃpɪnz
linctus	ˈlɪŋktəs
linctuses	ˈlɪŋktəsɪz
linden	ˈlɪndən
lindens	ˈlɪndənz
line	laɪn
lineage	ˈlɪniɪdʒ
lineages	ˈlɪniɪdʒɪz
lineaments	ˈlɪniəmənts
linearities	ˌlɪniˈærətiz
linearity	ˌlɪniˈærəti
linebacker	ˈlaɪnbækə
linebackers	ˈlaɪnbækəz
lineman	ˈlaɪnmən
linen	ˈlɪnɪn
linens	ˈlɪnɪnz
liner	ˈlaɪnə
liners	ˈlaɪnəz
lines	laɪnz
linesman	ˈlaɪnzmən
ling	lɪŋ
lingerie	ˈlænʒəri
lingo	ˈlɪŋɡəʊ
lingoes	ˈlɪŋɡəʊz
lings	lɪŋz
lingua franca	ˌlɪŋɡwə ˈfræŋkə
lingua francas	ˌlɪŋɡwə ˈfræŋkəz
linguist	ˈlɪŋɡwɪst
linguistics	lɪŋˈɡwɪstɪks
linguists	ˈlɪŋɡwɪsts
liniment	ˈlɪnəmənt
liniments	ˈlɪnəmənts
lining	ˈlaɪnɪŋ
linings	ˈlaɪnɪŋz
link	lɪŋk
linkage	ˈlɪŋkɪdʒ
linkages	ˈlɪŋkɪdʒɪz
linkman	ˈlɪŋkmæn
links	lɪŋks
linnet	ˈlɪnɪt
linnets	ˈlɪnɪts
lino	ˈlaɪnəʊ
linocut	ˈlaɪnəʊkʌt
linocuts	ˈlaɪnəʊkʌts
linoleum	lɪˈnəʊliəm
linos	ˈlaɪnəʊz
lint	lɪnt
lintel	ˈlɪntl
lintels	ˈlɪntlz
lints	lɪnts
lion	ˈlaɪən
lioness	ˈlaɪənes
lionesses	ˈlaɪənesɪz
lions	ˈlaɪənz
lip	lɪp
lip gloss	ˈlɪp ɡlɒs
lip glosses	ˈlɪp ɡlɒsɪz
lipase	ˈlaɪpeɪz
lipases	ˈlaɪpeɪzɪz
lipid	ˈlɪpɪd
lipids	ˈlɪpɪdz
Lipizzaner	ˌlɪpɪˈtsɑːnə
Lipizzaners	ˌlɪpɪˈtsɑːnəz
lipoprotein	ˈlaɪpəprəʊtiːn
lipoproteins	ˈlaɪpəprəʊtiːnz
liposome	ˈlaɪpəsəʊm
liposomes	ˈlaɪpəsəʊmz
liposuction	ˈlaɪpəʊsʌkʃn
lippies	ˈlɪpiz
lippy	ˈlɪpi
lips	lɪps
lipsalve	ˈlɪpsælv
lipsalves	ˈlɪpsælvz
lipstick	ˈlɪpstɪk
lipsticks	ˈlɪpstɪks
liqueur	lɪˈkjʊə
liqueurs	lɪˈkjʊəz
liquid	ˈlɪkwɪd
liquidation	ˌlɪkwɪˈdeɪʃn
liquidations	ˌlɪkwɪˈdeɪʃnz
liquidator	ˈlɪkwɪdeɪtə
liquidators	ˈlɪkwɪdeɪtəz
liquidities	lɪˈkwɪdətiz
liquidity	lɪˈkwɪdəti
liquidizer	ˈlɪkwɪdaɪzə
liquidizers	ˈlɪkwɪdaɪzəz
liquids	ˈlɪkwɪdz
liquor	ˈlɪkə
liquorice	ˈlɪkərɪʃ
liquorice allsorts	ˌlɪkərɪʃ ˈɔːlsɔːts
liquorices	ˈlɪkərɪʃz
liquors	ˈlɪkəz
lira	ˈlɪərə
lisle	laɪl
lisles	laɪlz
lisp	lɪsp
lisps	lɪsps
list	lɪst
listen	ˈlɪsn
listener	ˈlɪsənə
listeners	ˈlɪsənəz
listens	ˈlɪsnz
listeria	lɪˈstɪəriə
listing	ˈlɪstɪŋ
listings	ˈlɪstɪŋz
listlessness	ˈlɪstləsnəs
lists	lɪsts
litanies	ˈlɪtəniz
litany	ˈlɪtəni
literacy	ˈlɪtərəsi
literalness	ˈlɪtərəlnəs
literati	ˌlɪtəˈrɑːti
literature	ˈlɪtrətʃə
literatures	ˈlɪtrətʃəz
lithium	ˈlɪθiəm
litho	ˈlaɪθəʊ
lithograph	ˈlɪθəɡrɑːf
lithographs	ˈlɪθəɡrɑːfs
lithography	lɪˈθɒɡrəfi
lithology	lɪˈθɒlədʒi
lithos	ˈlaɪθəʊz
lithosphere	ˈlɪθəsfɪə
Lithuania	ˌlɪθjuˈeɪniə
litigant	ˈlɪtɪɡənt
litigants	ˈlɪtɪɡənts
litigation	ˌlɪtɪˈɡeɪʃn
litigator	ˈlɪtɪɡeɪtə
litigators	ˈlɪtɪɡeɪtəz
litigiousness	lɪˈtɪdʒəsnəs
litmus	ˈlɪtməs
litotes	laɪˈtəʊtiːz
litre	ˈliːtə
litres	ˈliːtəz
litter	ˈlɪtə
litters	ˈlɪtəz
littleness	ˈlɪtlnəs
littoral	ˈlɪtərəl
littorals	ˈlɪtərəlz
liturgies	ˈlɪtədʒiz
liturgy	ˈlɪtədʒi
livelihood	ˈlaɪvlihʊd
livelihoods	ˈlaɪvlihʊdz
liveliness	ˈlaɪvlinəs
liver	ˈlɪvə
liveries	ˈlɪvəriz
Liverpudlian	ˌlɪvəˈpʌdliən
Liverpudlians	ˌlɪvəˈpʌdliənz
livers	ˈlɪvəz
livery	ˈlɪvəri
lives	laɪvz
livestock	ˈlaɪvstɒk
liveware	ˈlaɪvweə
living	ˈlɪvɪŋ
livings	ˈlɪvɪŋz
lizard	ˈlɪzəd
lizards	ˈlɪzədz
llama	ˈlɑːmə
llamas	ˈlɑːməz
load	ləʊd
loading	ˈləʊdɪŋ
loadings	ˈləʊdɪŋz
loads	ləʊdz
loadstar	ˈləʊdstɑː
loadstars	ˈləʊdstɑːz
loadstone	ˈləʊdstəʊn
loadstones	ˈləʊdstəʊnz
loaf	ləʊf
loafer	ˈləʊfə
loafers	ˈləʊfəz
loam	ləʊm
loams	ləʊmz
loan	ləʊn
loans	ləʊnz
loathing	ˈləʊðɪŋ
loathings	ˈləʊðɪŋz
loaves	ləʊvz
lob	lɒb
lobbies	ˈlɒbiz
lobby	ˈlɒbi
lobbyist	ˈlɒbiɪst
lobbyists	ˈlɒbiɪsts
lobe	ləʊb
lobelia	ləʊˈbiːliə
lobelias	ləʊˈbiːliəz
lobes	ləʊbz
lobotomies	ləʊˈbɒtəmiz
lobotomy	ləʊˈbɒtəmi
lobs	lɒbz
lobster	ˈlɒbstə
lobster thermidor	ˌlɒbstə ˈθɜːmɪdɔː
lobsters	ˈlɒbstəz
local	ˈləʊkl
local authorities	ˌləʊkl ɔːˈθɒrətiz
local authority	ˌləʊkl ɔːˈθɒrəti
local government	ˌləʊkl ˈɡʌvənmənt
locale	ləʊˈkɑːl
locales	ləʊˈkɑːlz
localities	ləʊˈkælətiz
locality	ləʊˈkæləti
localization	ˌləʊkəlaɪˈzeɪʃn
localizations	ˌləʊkəlaɪˈzeɪʃnz
locals	ˈləʊklz
location	ləʊˈkeɪʃn
locations	ləʊˈkeɪʃnz
loch	lɒx
lock	lɒk
locker	ˈlɒkə
lockers	ˈlɒkəz
locket	ˈlɒkɪt
lockets	ˈlɒkɪts
lockout	ˈlɒkaʊt
lockouts	ˈlɒkaʊts
locks	lɒks
locksmith	ˈlɒksmɪθ
locksmiths	ˈlɒksmɪθz
lockstep	ˈlɒkstep
loco	ˈləʊkəʊ
locoes	ˈləʊkəʊz
locomotion	ˌləʊkəˈməʊʃn
locomotions	ˌləʊkəˈməʊʃnz
locomotive	ˌləʊkəˈməʊtɪv
locomotives	ˌləʊkəˈməʊtɪvz
locos	ˈləʊkəʊz
locum	ˈləʊkəm
locums	ˈləʊkəmz
locus	ˈləʊkəs
locust	ˈləʊkəst
locusts	ˈləʊkəsts
locution	ləˈkjuːʃn
locutions	ləˈkjuːʃnz
lode	ləʊd
loden	ˈləʊdn
lodens	ˈləʊdnz
lodes	ləʊdz
lodestar	ˈləʊdstɑː
lodestars	ˈləʊdstɑːz
lodestone	ˈləʊdstəʊn
lodestones	ˈləʊdstəʊnz
lodge	lɒdʒ
lodger	ˈlɒdʒə
lodgers	ˈlɒdʒəz
lodges	ˈlɒdʒɪz
lodging	ˈlɒdʒɪŋ
lodgings	ˈlɒdʒɪŋz
loft	lɒft
loftiness	ˈlɒftinəs
lofts	lɒfts
log	lɒɡ
loganberries	ˈləʊɡənbəriz
loganberry	ˈləʊɡənbəri
logarithm	ˈlɒɡərɪðəm
logarithms	ˈlɒɡərɪðəmz
logger	ˈlɒɡə
loggerheads	ˈlɒɡəhedz
loggers	ˈlɒɡəz
loggia	ˈlɒdʒiə
loggias	ˈlɒdʒiəz
logging	ˈlɒɡɪŋ
loggings	ˈlɒɡɪŋz
logic	ˈlɒdʒɪk
logician	ləˈdʒɪʃn
logicians	ləˈdʒɪʃnz
logics	ˈlɒdʒɪks
logistics	ləˈdʒɪstɪks
logo	ˈləʊɡəʊ
logogram	ˈlɒɡəɡræm
logograms	ˈlɒɡəɡræmz
logograph	ˈlɒɡəɡrɑːf
logographs	ˈlɒɡəɡrɑːfs
logos	ˈləʊɡəʊz
logs	lɒɡz
loin	lɔɪn
loins	lɔɪnz
Lolita	ləʊˈliːtə
lollies	ˈlɒliz
lollipop	ˈlɒlipɒp
lollipops	ˈlɒlipɒps
lolly	ˈlɒli
Londoner	ˈlʌndənə
Londoners	ˈlʌndənəz
loneliness	ˈləʊnlinəs
loner	ˈləʊnə
loners	ˈləʊnəz
lonesome	ˈləʊnsəm
longboat	ˈlɒŋbəʊt
longboats	ˈlɒŋbəʊts
longbow	ˈlɒŋbəʊ
longbows	ˈlɒŋbəʊz
longevities	lɒnˈdʒevətiz
longevity	lɒnˈdʒevəti
longhand	ˈlɒŋhænd
longhorn	ˈlɒŋhɔːn
longhorns	ˈlɒŋhɔːnz
longing	ˈlɒŋɪŋ
longings	ˈlɒŋɪŋz
longitude	ˈlɒŋɡɪtjuːd
longitudes	ˈlɒŋɡɪtjuːdz
longship	ˈlɒŋʃɪp
longships	ˈlɒŋʃɪps
longshoreman	ˈlɒŋʃɔːmən
longueurs	lɒŋˈɡɜːz
loo	luː
loofah	ˈluːfə
loofahs	ˈluːfəz
look	lʊk
lookalike	ˈlʊkəlaɪk
lookalikes	ˈlʊkəlaɪks
looker	ˈlʊkə
lookers	ˈlʊkəz
lookout	ˈlʊkaʊt
lookouts	ˈlʊkaʊts
looks	lʊks
loom	luːm
looms	luːmz
loon	luːn
loonie	ˈluːni
loonies	ˈluːniz
loons	luːnz
loony	ˈluːni
loop	luːp
loophole	ˈluːphəʊl
loopholes	ˈluːphəʊlz
loops	luːps
loos	luːz
loose	luːs
looseness	ˈluːsnəs
looses	ˈluːsɪz
loot	luːt
looter	ˈluːtə
looters	ˈluːtəz
looting	ˈluːtɪŋ
loots	luːts
lope	ləʊp
lopes	ləʊps
loquacity	ləˈkwæsəti
loquat	ˈləʊkwɒt
loquats	ˈləʊkwɒts
lord	lɔːd
lords	lɔːdz
lordship	ˈlɔːdʃɪp
lordships	ˈlɔːdʃɪps
lore	lɔː
lores	lɔːz
lorgnette	lɔːˈnjet
lorgnettes	lɔːˈnjets
lorikeet	ˈlɒrɪkiːt
lorikeets	ˈlɒrɪkiːts
lorries	ˈlɒriz
lorry	ˈlɒri
loser	ˈluːzə
losers	ˈluːzəz
loss	lɒs
losses	ˈlɒsɪz
lot	lɒt
lota	ˈləʊtə
lotas	ˈləʊtəz
Lothario	ləˈθeəriəʊ
lotion	ˈləʊʃn
lotions	ˈləʊʃnz
lots	lɒts
lotteries	ˈlɒtəriz
lottery	ˈlɒtəri
lotto	ˈlɒtəʊ
lottos	ˈlɒtəʊz
lotus	ˈləʊtəs
lotuses	ˈləʊtəsɪz
loudhailer	ˌlaʊdˈheɪlə
loudhailers	ˌlaʊdˈheɪləz
loudmouth	ˈlaʊdmaʊθ
loudmouths	ˈlaʊdmaʊθz
loudness	ˈlaʊdnəs
loudspeaker	ˌlaʊdˈspiːkə
loudspeakers	ˌlaʊdˈspiːkəz
lough	lɒk
loughs	lɒks
lounge	laʊndʒ
lounger	ˈlaʊndʒə
loungers	ˈlaʊndʒəz
lounges	ˈlaʊndʒɪz
louse	laʊs
lout	laʊt
louts	laʊts
louvre	ˈluːvə
louvres	ˈluːvəz
lovage	ˈlʌvɪdʒ
lovages	ˈlʌvɪdʒɪz
love	lʌv
lovebird	ˈlʌvbɜːd
lovebirds	ˈlʌvbɜːdz
lovelies	ˈlʌvliz
loveliness	ˈlʌvlinəs
lovely	ˈlʌvli
lover	ˈlʌvə
lovers	ˈlʌvəz
loves	lʌvz
lovey	ˈlʌvi
loveys	ˈlʌviz
low	ləʊ
low tide	ˌləʊ ˈtaɪd
lowland	ˈləʊlənd
lowlander	ˈləʊləndə
lowlanders	ˈləʊləndəz
lowlands	ˈləʊləndz
lowlights	ˈləʊlaɪts
lows	ləʊz
lox	lɒks
loxes	ˈlɒksɪz
loyalist	ˈlɔɪəlɪst
loyalists	ˈlɔɪəlɪsts
loyalties	ˈlɔɪəltiz
loyalty	ˈlɔɪəlti
lozenge	ˈlɒzɪndʒ
lozenges	ˈlɒzɪndʒɪz
lubricant	ˈluːbrɪkənt
lubricants	ˈluːbrɪkənts
lubrication	ˌluːbrɪˈkeɪʃn
lubrications	ˌluːbrɪˈkeɪʃnz
lucidity	luːˈsɪdəti
lucifer	ˈluːsɪfə
lucifers	ˈluːsɪfəz
luck	lʌk
lucks	lʌks
lucre	ˈluːkə
Luddite	ˈlʌdaɪt
Luddites	ˈlʌdaɪts
ludicrousness	ˈluːdɪkrəsnəs
ludo	ˈluːdəʊ
ludos	ˈluːdəʊz
lug	lʌɡ
luge	luːʒ
luges	ˈluːʒɪz
luggage	ˈlʌɡɪdʒ
lughole	ˈlʌɡhəʊl
lugholes	ˈlʌɡhəʊlz
lugs	lʌɡz
lugworm	ˈlʌɡwɜːm
lugworms	ˈlʌɡwɜːmz
lull	lʌl
lullabies	ˈlʌləbaɪz
lullaby	ˈlʌləbaɪ
lulls	lʌlz
lumbago	lʌmˈbeɪɡəʊ
lumbagos	lʌmˈbeɪɡəʊz
lumber	ˈlʌmbə
lumbers	ˈlʌmbəz
lumen	ˈluːmen
lumens	ˈluːmenz
luminance	ˈluːmɪnəns
luminances	ˈluːmɪnənsɪz
luminaries	ˈluːmɪnəriz
luminary	ˈluːmɪnəri
luminescence	ˌluːmɪˈnesns
luminosities	ˌluːmɪˈnɒsətiz
luminosity	ˌluːmɪˈnɒsəti
lump	lʌmp
lumpectomies	ˌlʌmˈpektəmiz
lumpectomy	ˌlʌmˈpektəmi
lumps	lʌmps
lunacies	ˈluːnəsiz
lunacy	ˈluːnəsi
lunatic	ˈluːnətɪk
lunatics	ˈluːnətɪks
lunch	lʌntʃ
luncheon	ˈlʌntʃən
luncheonette	ˌlʌntʃəˈnet
luncheonettes	ˌlʌntʃəˈnets
luncheons	ˈlʌntʃənz
lunches	ˈlʌntʃɪz
lunchroom	ˈlʌntʃrʊm
lunchrooms	ˈlʌntʃrʊmz
lunchtime	ˈlʌntʃtaɪm
lunchtimes	ˈlʌntʃtaɪmz
lung	lʌŋ
lunge	lʌndʒ
lunges	ˈlʌndʒɪz
lungful	ˈlʌŋfʊl
lungfuls	ˈlʌŋfʊlz
lungi	ˈlʊŋɡiː
lungis	ˈlʊŋɡiːz
lungs	lʌŋz
lungwort	ˈlʌŋwɜːt
lungworts	ˈlʌŋwɜːts
lunkhead	ˈlʌŋkhed
lunkheads	ˈlʌŋkhedz
lupin	ˈluːpɪn
lupins	ˈluːpɪnz
lupus	ˈluːpəs
lurch	lɜːtʃ
lurcher	ˈlɜːtʃə
lurchers	ˈlɜːtʃəz
lurches	ˈlɜːtʃɪz
lure	lʊə
lures	lʊəz
lurgy	ˈlɜːɡi
lurk	lɜːk
lurks	lɜːks
lush	lʌʃ
lushes	ˈlʌʃɪz
lust	lʌst
lustre	ˈlʌstə
lustres	ˈlʌstəz
lusts	lʌsts
lute	luːt
lutenist	ˈluːtənɪst
lutenists	ˈluːtənɪsts
lutes	luːts
lutetium	luːˈtiːʃiəm
Lutheran	ˈluːθərən
Lutherans	ˈluːθərənz
luv	lʌv
luvs	lʌvz
luvvies	ˈlʌviz
luvvy	ˈlʌvi
Luxembourg	ˈlʌksəmbɜːɡ
Luxembourger	ˈlʌksəmbɜːɡə
Luxembourgers	ˈlʌksəmbɜːɡəz
luxuriance	lʌɡˈʒʊəriəns
luxuries	ˈlʌkʃəriz
luxury	ˈlʌkʃəri
lychee	ˈlaɪtʃiː
lychees	ˈlaɪtʃiːz
lychgate	ˈlɪtʃɡeɪt
lychgates	ˈlɪtʃɡeɪts
lye	laɪ
lyes	laɪz
Lyme disease	ˈlaɪm dɪziːz
lymph	lɪmf
lymphocyte	ˈlɪmfəsaɪt
lymphocytes	ˈlɪmfəsaɪts
lymphoma	lɪmˈfəʊmə
lymphomas	lɪmˈfəʊməz
lymphs	lɪmfs
lynching	ˈlɪntʃɪŋ
lynchings	ˈlɪntʃɪŋz
lynx	lɪŋks
lynxes	ˈlɪŋksɪz
lyre	ˈlaɪə
lyres	ˈlaɪəz
lyric	ˈlɪrɪk
lyricism	ˈlɪrɪsɪzəm
lyricisms	ˈlɪrɪsɪzəmz
lyricist	ˈlɪrɪsɪst
lyricists	ˈlɪrɪsɪsts
lyrics	ˈlɪrɪks
Möbius strip	ˈmɜːbiəs strɪp
Möbius strips	ˈmɜːbiəs strɪps
ma	ˌem ˈeɪ
maas	mɑːs
mac	mæk
