abase	əˈbeɪs
conscientious	ˌkɒnʃiˈenʃəs
conscientiously	ˌkɒnʃiˈenʃəsli
conscious	ˈkɒnʃəs
consciously	ˈkɒnʃəsli
conscript	kənˈskrɪpt
conscription	kənˈskrɪpʃn
consecrate	ˈkɒnsɪkreɪt
consecration	ˌkɒnsɪˈkreɪʃn
conquest	ˈkɒŋkwest
consensual	kənˈsenʃuəl
connubial	kəˈnjuːbiəl
connoisseur	ˌkɒnəˈsɜː(r)
consciousness	ˈkɒnʃəsnəs
consent	kənˈsent
consensus	kənˈsensəs
consequent	ˈkɒnsɪkwənt
consequently	ˈkɒnsɪkwəntli
conservative	kənˈsɜːvətɪv
conservatively	kənˈsɜːvətɪvli
conservatism	kənˈsɜːvətɪzəm
conservation	ˌkɒnsəˈveɪʃn
conservationist	ˌkɒnsəˈveɪʃənɪst
consequential	ˌkɒnsɪˈkwenʃl
consequentially	ˌkɒnsɪˈkwenʃəli
conservatoire	kənˈsɜːvətwɑː(r)
conserve	kənˈsɜːv
consecutive	kənˈsekjətɪv
consecutively	kənˈsekjətɪvli
consider	kənˈsɪdə(r)
consideration	kənˌsɪdəˈreɪʃn
consign	kənˈsaɪn
conservatory	kənˈsɜːvətri
conservator	kənˈsɜːvətə(r)
consignment	kənˈsaɪnmənt
consist	kənˈsɪst
conservancy	kənˈsɜːvənsi
considerate	kənˈsɪdərət
considerately	kənˈsɪdərətli
considering	kənˈsɪdərɪŋ
consequence	ˈkɒnsɪkwəns
consistency	kənˈsɪstənsi
consistent	kənˈsɪstənt
consistently	kənˈsɪstəntli
considerable	kənˈsɪdərəbl
considerably	kənˈsɪdərəbli
consolation	ˌkɒnsəˈleɪʃn
console	kənˈsəʊl
consort	ˈkɒnsɔːt
consonance	ˈkɒnsənəns
consonant	ˈkɒnsənənt
consolidate	kənˈsɒlɪdeɪt
consolidation	kənˌsɒlɪˈdeɪʃn
consolatory	kənˈsɒlətəri
consortium	kənˈsɔːtiəm
consortia	kənˈsɔːtiə
consortia	kənˈsɔːʃə
conspiratorial	kənˌspɪrəˈtɔːriəl
conspiratorially	kənˌspɪrəˈtɔːriəli
conspiracy	kənˈspɪrəsi
conspirator	kənˈspɪrətə(r)
consomme	kənˈsɒmeɪ
constantly	ˈkɒnstəntli
constative	ˈkɒnstətɪv
constable	ˈkʌnstəbl
consternation	ˌkɒnstəˈneɪʃn
constipated	ˈkɒnstɪpeɪtɪd
constituent	kənˈstɪtjuənt
constitutional	ˌkɒnstɪˈtjuːʃənl
constitutionally	ˌkɒnstɪˈtjuːʃənəli
constitutionalism	ˌkɒnstɪˈtjuːʃənəlɪzəm
consonantal	ˌkɒnsəˈnæntl
conspicuous	kənˈspɪkjuəs
conspicuously	kənˈspɪkjuəsli
conspire	kənˈspaɪə(r)
constant	ˈkɒnstənt
constitutionality	ˌkɒnstɪˌtjuːʃəˈnæləti
constituency	kənˈstɪtjuənsi
constitution	ˌkɒnstɪˈtjuːʃn
constitute	ˈkɒnstɪtjuːt
constipation	ˌkɒnstɪˈpeɪʃn
constitutive	ˌkɒnstɪˈtjuːtɪv
constrained	kənˈstreɪnd
constrain	kənˈstreɪn
constraint	kənˈstreɪnt
constrict	kənˈstrɪkt
constabulary	kənˈstæbjələri
construct	kənˈstrʌkt
construction	kənˈstrʌkʃn
constructor	kənˈstrʌktə(r)
constructional	kənˈstrʌkʃənl
construe	kənˈstruː
constructive	kənˈstrʌktɪv
constructively	kənˈstrʌktɪvli
consulate	ˈkɒnsjələt
consul	ˈkɒnsl
consular	ˈkɒnsjələ(r)
consultancy	kənˈsʌltənsi
consult	kənˈsʌlt
consultative	kənˈsʌltətɪv
consumer	kənˈsjuːmə(r)
consultation	ˌkɒnslˈteɪʃn
consumable	kənˈsjuːməbl
consume	kənˈsjuːm
consummate	kənˈsʌmət
consumerism	kənˈsjuːmərɪzəm
consumerist	kənˈsjuːmərɪst
consummation	ˌkɒnsəˈmeɪʃn
consuming	kənˈsjuːmɪŋ
consumption	kənˈsʌmpʃn
consumptive	kənˈsʌmptɪv
consultant	kənˈsʌltənt
contain	kənˈteɪn
contact	ˈkɒntækt
container	kənˈteɪnə(r)
contagion	kənˈteɪdʒən
containerized	kənˈteɪnəraɪzd
containerization	kənˌteɪnəraɪˈzeɪʃn
containment	kənˈteɪnmənt
contaminant	kənˈtæmɪnənt
contaminate	kənˈtæmɪneɪt
contamination	kənˌtæmɪˈneɪʃn
contemplate	ˈkɒntəmpleɪt
contemplation	ˌkɒntəmˈpleɪʃn
contemplative	kənˈtemplətɪv
contagious	kənˈteɪdʒəs
contagiously	kənˈteɪdʒəsli
contemptible	kənˈtemptəbl
contemporaneous	kənˌtempəˈreɪniəs
contemporaneously	kənˌtempəˈreɪniəsli
contemporary	kənˈtemprəri
contemptuous	kənˈtemptʃuəs
contemptuously	kənˈtemptʃuəsli
contempt	kənˈtempt
contend	kənˈtend
content	ˈkɒntent
contender	kənˈtendə(r)
contention	kənˈtenʃn
contentment	kənˈtentmənt
contented	kənˈtentɪd
contentedly	kənˈtentɪdli
contest	ˈkɒntest
contentious	kənˈtenʃəs
contestant	kənˈtestənt
contextualize	kənˈtekstʃuəlaɪz
contextualization	kənˌtekstʃuəlaɪzˈeɪʃn
continental	ˌkɒntɪˈnentl
context	ˈkɒntekst
contiguous	kənˈtɪɡjuəs
contiguity	ˌkɒntɪˈɡjuːəti
contingent	kənˈtɪndʒənt
continence	ˈkɒntɪnəns
continent	ˈkɒntɪnənt
contextual	kənˈtekstʃuəl
contextually	kənˈtekstʃuəli
continuant	kənˈtɪnjuənt
contingency	kənˈtɪndʒənsi
continual	kənˈtɪnjuəl
continually	kənˈtɪnjuəli
continuation	kənˌtɪnjuˈeɪʃn
continent	ˈkɒntɪnənt
continuum	kənˈtɪnjuəm
continua	kənˈtɪnjuə
continued	kənˈtɪnjuːd
contoured	ˈkɒntʊəd
contra	ˈkɒntrə
continuous	kənˈtɪnjuəs
continuously	kənˈtɪnjuəsli
contortion	kənˈtɔːʃn
contraceptive	ˌkɒntrəˈseptɪv
continuity	ˌkɒntɪˈnjuːəti
continuance	kənˈtɪnjuəns
contraband	ˈkɒntrəbænd
contortionist	kənˈtɔːʃənɪst
continuo	kənˈtɪnjuəʊ
contrabass	ˈkɒntrəbeɪs
contract	ˈkɒntrækt
contraception	ˌkɒntrəˈsepʃn
contrabassoon	ˈkɒntrəbəsuːn
contractile	kənˈtræktaɪl
contraction	kənˈtrækʃn
contort	kənˈtɔːt
contractor	kənˈtræktə(r)
contour	ˈkɒntʊə(r)
contradict	ˌkɒntrəˈdɪkt
contradiction	ˌkɒntrəˈdɪkʃn
contradistinction	ˌkɒntrədɪˈstɪŋkʃn
contradictory	ˌkɒntrəˈdɪktəri
contralto	kənˈtræltəʊ
contraption	kənˈtræpʃn
contrapuntal	ˌkɒntrəˈpʌntl
contrary	ˈkɒntrəri
contrariwise	kənˈtreəriwaɪz
contrasting	kənˈtrɑːstɪŋ
contrite	kənˈtraɪt
contraindication	ˌkɒntrəˌɪndɪˈkeɪʃn
contractual	kənˈtræktʃuəl
contractually	kənˈtræktʃuəli
contrast	ˈkɒntrɑːst
contraindicate	ˌkɒntrəˈɪndɪkeɪt
contravene	ˌkɒntrəˈviːn
contravention	ˌkɒntrəˈvenʃn
contributor	kənˈtrɪbjətə(r)
contributory	kənˈtrɪbjətəri
contrivance	kənˈtraɪvəns
contribute	kənˈtrɪbjuːt
contretemps	ˈkɒntrətɒ̃
contrastive	kənˈtrɑːstɪv
controller	kənˈtrəʊlə(r)
controllable	kənˈtrəʊləbl
controlled	kənˈtrəʊld
contribution	ˌkɒntrɪˈbjuːʃn
contrive	kənˈtraɪv
controvert	ˌkɒntrəˈvɜːt
controversy	ˈkɒntrəvɜːsi
control	kənˈtrəʊl
controversial	ˌkɒntrəˈvɜːʃl
controversially	ˌkɒntrəˈvɜːʃəli
contumacious	ˌkɒntjuˈmeɪʃəs
conundrum	kəˈnʌndrəm
contrived	kənˈtraɪvd
contusion	kənˈtjuːʒn
convalesce	ˌkɒnvəˈles
convalescence	ˌkɒnvəˈlesns
convector	kənˈvektə(r)
convection	kənˈvekʃn
convenience	kənˈviːniəns
convent	ˈkɒnvənt
convention	kənˈvenʃn
conurbation	ˌkɒnɜːˈbeɪʃn
convene	kənˈviːn
convener	kənˈviːnə(r)
convenient	kənˈviːniənt
conveniently	kənˈviːniəntli
conventional	kənˈvenʃənl
conventionality	kənˌvenʃəˈnæləti
conventioneer	kənˌvenʃəˈnɪə(r)
conversational	ˌkɒnvəˈseɪʃənl
conversationally	ˌkɒnvəˈseɪʃənli
continue	kənˈtɪnjuː
conversant	kənˈvɜːsnt
converse	kənˈvɜːs
conversationalist	ˌkɒnvəˈseɪʃənəlɪst
conversation	ˌkɒnvəˈseɪʃn
conversely	ˈkɒnvɜːsli
convert	kənˈvɜːt
converter	kənˈvɜːtə(r)
convertible	kənˈvɜːtəbl
convertibility	kənˌvɜːtəˈbɪləti
conveyance	kənˈveɪəns
convict	kənˈvɪkt
convey	kənˈveɪ
conveyor	kənˈveɪə(r)
conveyancer	kənˈveɪənsə(r)
converge	kənˈvɜːdʒ
convergent	kənˈvɜːdʒənt
convex	ˈkɒnveks
convexity	kɒnˈveksəti
conviction	kənˈvɪkʃn
convince	kənˈvɪns
conveyancing	kənˈveɪənsɪŋ
convolution	ˌkɒnvəˈluːʃn
convolvulus	kənˈvɒlvjələs
convulse	kənˈvʌls
convulsive	kənˈvʌlsɪv
convulsively	kənˈvʌlsɪvli
cooee	ˈkuːiː
coo	kuː
convulsion	kənˈvʌlʃn
cook	kʊk
convoke	kənˈvəʊk
convivial	kənˈvɪviəl
conviviality	kənˌvɪviˈæləti
cookhouse	ˈkʊkhaʊs
conversion	kənˈvɜːʃn
convinced	kənˈvɪnst
cookery	ˈkʊkəri
cooker	ˈkʊkə(r)
convoluted	ˈkɒnvəluːtɪd
cookware	ˈkʊkweə(r)
cookout	ˈkʊkaʊt
cool	kuːl
convincing	kənˈvɪnsɪŋ
convincingly	kənˈvɪnsɪŋli
convocation	ˌkɒnvəˈkeɪʃn
cookbook	ˈkʊkbʊk
cooler	ˈkuːlə(r)
convoy	ˈkɒnvɔɪ
coolness	ˈkuːlnəs
cookie	ˈkʊki
coop	kuːp
cooper	ˈkuːpə(r)
coolant	ˈkuːlənt
cookshop	ˈkʊkʃɒp
coolie	ˈkuːli
cooperation	kəʊˌɒpəˈreɪʃn
coordinate	kəʊˈɔːdɪneɪt
cooperate	kəʊˈɒpəreɪt
coordination	kəʊˌɔːdɪˈneɪʃn
cop	kɒp
cooking	ˈkʊkɪŋ
coot	kuːt
cope	kəʊp
coping	ˈkəʊpɪŋ
copier	ˈkɒpiə(r)
coppice	ˈkɒpɪs
copra	ˈkɒprə
cooperative	kəʊˈɒpərətɪv
cooperatively	kəʊˈɒpərətɪvli
copperhead	ˈkɒpəhed
copperplate	ˈkɒpəpleɪt
copper	ˈkɒpə(r)
coppery	ˈkɒpəri
copious	ˈkəʊpiəs
copiously	ˈkəʊpiəsli
copse	kɒps
copulate	ˈkɒpjuleɪt
copulation	ˌkɒpjuˈleɪʃn
copybook	ˈkɒpibʊk
copula	ˈkɒpjələ
copycat	ˈkɒpikæt
copy	ˈkɒpi
copyist	ˈkɒpiɪst
copter	ˈkɒptə(r)
copywriter	ˈkɒpiraɪtə(r)
copyright	ˈkɒpiraɪt
coquetry	ˈkɒkɪtri
coral	ˈkɒrəl
cor	kɔː(r)
coracle	ˈkɒrəkl
cord	kɔːd
cordial	ˈkɔːdiəl
cordiality	ˌkɔːdiˈæləti
cordially	ˈkɔːdiəli
corded	ˈkɔːdɪd
cordite	ˈkɔːdaɪt
cordless	ˈkɔːdləs
cordon	ˈkɔːdn
coquette	kɒˈket
coquettish	kɒˈketɪʃ
corbel	ˈkɔːbl
corduroy	ˈkɔːdərɔɪ
corgi	ˈkɔːɡi
cork	kɔːk
corker	ˈkɔːkə(r)
corkage	ˈkɔːkɪdʒ
corm	kɔːm
cormorant	ˈkɔːmərənt
corncrake	ˈkɔːnkreɪk
corner	ˈkɔːnə(r)
core	kɔː(r)
corked	kɔːkt
coriander	ˌkɒriˈændə(r)
cornet	ˈkɔːnɪt
cornea	ˈkɔːniə
corneal	ˈkɔːniəl
cornelian	kɔːˈniːliən
cornerstone	ˈkɔːnəstəʊn
cornice	ˈkɔːnɪs
cornflower	ˈkɔːnflaʊə(r)
cornfield	ˈkɔːnfiːld
cornbread	ˈkɔːnbred
cornflakes	ˈkɔːnfleɪks
cornstarch	ˈkɔːnstɑːtʃ
corolla	kəˈrɒlə
coronary	ˈkɒrənri
corncob	ˈkɔːnkɒb
cornrows	ˈkɔːnrəʊz
cornerback	ˈkɔːnəbæk
corona	kəˈrəʊnə
coronae	kəˈrəʊniː
cornucopia	ˌkɔːnjuˈkəʊpiə
corollary	kəˈrɒləri
corkscrew	ˈkɔːkskruː
corny	ˈkɔːni
coroner	ˈkɒrənə(r)
coronet	ˈkɒrənet
cornmeal	ˈkɔːnmiːl
coronation	ˌkɒrəˈneɪʃn
corporatism	ˈkɔːpərətɪzəm
corporeal	kɔːˈpɔːriəl
corps	kɔː(r)
corps	kɔːz
corral	kəˈrɑːl
corpora	ˈkɔːpərə
corporator	ˈkɔːpəreɪtə(r)
correct	kəˈrekt
correctly	kəˈrektli
corporal	ˈkɔːpərəl
corpulent	ˈkɔːpjələnt
corpus	ˈkɔːpəs
corpora	ˈkɔːpərə
corrective	kəˈrektɪv
correspond	ˌkɒrəˈspɒnd
correspondent	ˌkɒrəˈspɒndənt
corporate	ˈkɔːpərət
corn	kɔːn
corrie	ˈkɒri
corroborate	kəˈrɒbəreɪt
corroboration	kəˌrɒbəˈreɪʃn
corroborative	kəˈrɒbərətɪv
corpuscle	ˈkɔːpʌsl
correctional	kəˈrekʃənl
corpse	kɔːps
correlate	ˈkɒrəleɪt
correlation	ˌkɒrəˈleɪʃn
correspondence	ˌkɒrəˈspɒndəns
corporation	ˌkɔːpəˈreɪʃn
corrigendum	ˌkɒrɪˈdʒendəm
corrigenda	ˌkɒrɪˈdʒendə
correlative	kəˈrelətɪv
corruption	kəˈrʌpʃn
corridor	ˈkɒrɪdɔː(r)
corselette	ˌkɔːsəˈlet
cortege	kɔːˈteʒ
corrosive	kəˈrəʊsɪv
corsage	kɔːˈsɑːʒ
correction	kəˈrekʃn
corrugated	ˈkɒrəɡeɪtɪd
corset	ˈkɔːsɪt
corrode	kəˈrəʊd
corrosion	kəˈrəʊʒn
corresponding	ˌkɒrəˈspɒndɪŋ
cortex	ˈkɔːteks
cortices	ˈkɔːtɪsiːz
cortical	ˈkɔːtɪkl
corruptible	kəˈrʌptəbl
coruscate	ˈkɒrəskeɪt
coruscating	ˈkɒrəskeɪtɪŋ
corundum	kəˈrʌndəm
cortisone	ˈkɔːtɪzəʊn
corvette	kɔːˈvet
corsair	kɔːˈseə(r)
corrupt	kəˈrʌpt
corruptly	kəˈrʌptli
cosine	ˈkəʊsaɪn
cosmic	ˈkɒzmɪk
cosmography	kɒzˈmɒɡrəfi
cosmonaut	ˈkɒzmənɔːt
cosmopolitan	ˌkɒzməˈpɒlɪtən
cosh	kɒʃ
cos	kəz
cosmetic	kɒzˈmetɪk
cosmology	kɒzˈmɒlədʒi
cosmological	ˌkɒzməˈlɒdʒɪkl
cosmos	ˈkɒzmɒs
cosset	ˈkɒsɪt
cost	kɒst
costal	ˈkɒstl
cosmogony	kɒzˈmɒɡəni
costing	ˈkɒstɪŋ
costly	ˈkɒstli
costliness	ˈkɒstlinəs
costume	ˈkɒstjuːm
costumier	kɒsˈtjuːmiə(r)
cot	kɒt
costermonger	ˈkɒstəmʌŋɡə(r)
cosy	ˈkəʊzi
costumed	ˈkɒstjuːmd
coterie	ˈkəʊtəri
coterminous	kəʊˈtɜːmɪnəs
cotton	ˈkɒtn
cottage	ˈkɒtɪdʒ
cottonmouth	ˈkɒtnmaʊθ
couch	kaʊtʃ
cough	kɒf
cougar	ˈkuːɡə(r)
could	kəd
couldn't	ˈkʊdnt
coughing	ˈkɒfɪŋ
coulis	ˈkuːli
councilwoman	ˈkaʊnslwʊmən
councilwomen	ˈkaʊnslwɪmɪn
councilman	ˈkaʊnslmən
councilmen	ˈkaʊnslmən
councillor	ˈkaʊnsələ(r)
cottonwood	ˈkɒtnwʊd
council	ˈkaʊnsl
counsellor	ˈkaʊnsələ(r)
count	kaʊnt
countenance	ˈkaʊntənəns
counter	ˈkaʊntə(r)
counteract	ˌkaʊntərˈækt
countdown	ˈkaʊntdaʊn
counselling	ˈkaʊnsəlɪŋ
coulomb	ˈkuːlɒm
countable	ˈkaʊntəbl
counterbalance	ˌkaʊntəˈbæləns
counsel	ˈkaʊnsl
counterclockwise	ˌkaʊntəˈklɒkwaɪz
counterculture	ˈkaʊntəkʌltʃə(r)
counterblast	ˈkaʊntəblɑːst
counterclaim	ˈkaʊntəkleɪm
counterfeit	ˈkaʊntəfɪt
counterfoil	ˈkaʊntəfɔɪl
counterfeiter	ˈkaʊntəfɪtə(r)
counterfactual	ˌkaʊntəˈfæktʃuəl
countermand	ˌkaʊntəˈmɑːnd
countermeasure	ˈkaʊntəmeʒə(r)
counteroffensive	ˈkaʊntərəfensɪv
counterpane	ˈkaʊntəpeɪn
counterpart	ˈkaʊntəpɑːt
counterpoint	ˈkaʊntəpɔɪnt
counterproductive	ˌkaʊntəprəˈdʌktɪv
countersign	ˈkaʊntəsaɪn
countersunk	ˈkaʊntəsʌŋk
countervailing	ˈkaʊntəveɪlɪŋ
countrywoman	ˈkʌntriwʊmən
countrywomen	ˈkʌntriwɪmɪn
countertenor	ˌkaʊntəˈtenə(r)
counterterrorism	ˌkaʊntəˈterərɪzəm
counterterrorist	ˌkaʊntəˈterərɪst
countryside	ˈkʌntrisaɪd
countryman	ˈkʌntrimən
countrymen	ˈkʌntrimən
country	ˈkʌntri
county	ˈkaʊnti
coup	kuː
coups	kuːz
countrywide	ˌkʌntriˈwaɪd
countrified	ˈkʌntrifaɪd
countless	ˈkaʊntləs
coupling	ˈkʌplɪŋ
coupe	ˈkuːpeɪ
countess	ˈkaʊntəs
courageous	kəˈreɪdʒəs
courageously	kəˈreɪdʒəsli
course	kɔːs
courtship	ˈkɔːtʃɪp
courgette	kʊəˈʒet
counterweight	ˈkaʊntəweɪt
couplet	ˈkʌplət
courier	ˈkʊriə(r)
coursing	ˈkɔːsɪŋ
courtesy	ˈkɜːtəsi
countertop	ˈkaʊntətɒp
courtyard	ˈkɔːtjɑːd
courtier	ˈkɔːtiə(r)
couscous	ˈkʊskʊs
courteous	ˈkɜːtiəs
courteously	ˈkɜːtiəsli
cousin	ˈkʌzn
courtly	ˈkɔːtli
courtesan	ˌkɔːtɪˈzæn
couturier	kuˈtjʊərieɪ
couture	kuˈtjʊə(r)
courthouse	ˈkɔːthaʊs
covalent	ˌkəʊˈveɪlənt
cove	kəʊv
covenant	ˈkʌvənənt
cover	ˈkʌvə(r)
couple	ˈkʌpl
coverage	ˈkʌvərɪdʒ
coverlet	ˈkʌvələt
covariant	kəʊˈveəriənt
courtroom	ˈkɔːtruːm
covert	ˈkʌvət
covered	ˈkʌvəd
covering	ˈkʌvərɪŋ
courage	ˈkʌrɪdʒ
covet	ˈkʌvət
courseware	ˈkɔːsweə(r)
coupon	ˈkuːpɒn
covetous	ˈkʌvətəs
covetousness	ˈkʌvətəsnəs
cow	kaʊ
coward	ˈkaʊəd
cowardly	ˈkaʊədli
cowardice	ˈkaʊədɪs
cowbell	ˈkaʊbel
cower	ˈkaʊə(r)
cowed	kaʊd
cowboy	ˈkaʊbɔɪ
cowhand	ˈkaʊhænd
coven	ˈkʌvn
cowcatcher	ˈkaʊkætʃə(r)
coveralls	ˈkʌvərɔːlz
cowl	kaʊl
cowpat	ˈkaʊpæt
cowpoke	ˈkaʊpəʊk
court	kɔːt
cowhide	ˈkaʊhaɪd
cowgirl	ˈkaʊɡɜːl
cowlick	ˈkaʊlɪk
cowling	ˈkaʊlɪŋ
cowslip	ˈkaʊslɪp
cox	kɒks
cowshed	ˈkaʊʃed
coy	kɔɪ
coyly	kɔɪli
cowpox	ˈkaʊpɒks
cowrie	ˈkaʊri
cowpea	ˈkaʊpiː
coyote	kaɪˈəʊti
coxswain	ˈkɒksn
coypu	ˈkɔɪpuː
cozy	ˈkəʊzi
crabbed	ˈkræbɪd
crabgrass	ˈkræbɡrɑːs
crack	kræk
crabwise	ˈkræbwaɪz
crab	kræb
crackdown	ˈkrækdaʊn
crackbrained	ˈkrækbreɪnd
crackpot	ˈkrækpɒt
crackle	ˈkrækl
crackling	ˈkræklɪŋ
cracknel	ˈkræknəl
cradle	ˈkreɪdl
cracker	ˈkrækə(r)
craftsman	ˈkrɑːftsmən
craftsmen	ˈkrɑːftmən
cracking	ˈkrækɪŋ
craft	krɑːft
crackerjack	ˈkrækədʒæk
craftsmanship	ˈkrɑːftsmənʃɪp
crabby	ˈkræbi
crafty	ˈkrɑːfti
craftsperson	ˈkrɑːftspɜːsn
craftspeople	ˈkrɑːftspiːpl
crag	kræɡ
craggy	ˈkræɡi
cram	kræm
crammer	ˈkræmə(r)
cramp	kræmp
crackers	ˈkrækəz
cramped	kræmpt
crampon	ˈkræmpɒn
craftswoman	ˈkrɑːftswʊmən
craftswomen	ˈkrɑːftswɪmɪn
cranberry	ˈkrænbəri
crane	kreɪn
crammed	kræmd
cracked	krækt
crank	kræŋk
cranium	ˈkreɪniəm
cranial	ˈkreɪniəl
cranky	ˈkræŋki
crap	kræp
cranny	ˈkræni
crankshaft	ˈkræŋkʃɑːft
crash	kræʃ
craps	kræps
crap	kræp
crappy	ˈkræpi
crass	kræs
crassly	kræsli
crate	kreɪt
crater	ˈkreɪtə(r)
crapshoot	ˈkræpʃuːt
cravat	krəˈvæt
crave	kreɪv
craving	ˈkreɪvɪŋ
craven	ˈkreɪvn
cravenly	ˈkreɪvnli
crawl	krɔːl
crawfish	ˈkrɔːfɪʃ
crawler	ˈkrɔːlə(r)
crayfish	ˈkreɪfɪʃ
creak	kriːk
crayon	ˈkreɪən
cream	kriːm
creaky	ˈkriːki
creamer	ˈkriːmə(r)
creamery	ˈkriːməri
crease	kriːs
craw	krɔː
creamy	ˈkriːmi
creation	kriˈeɪʃn
creative	kriˈeɪtɪv
creatively	kriˈeɪtɪvli
crazy	ˈkreɪzi
creationism	kriˈeɪʃnɪzəm
creationist	kriˈeɪʃnɪst
creator	kriˈeɪtə(r)
credence	ˈkriːdns
creche	kreʃ
credit	ˈkredɪt
credo	ˈkriːdəʊ
creel	kriːl
create	kriˈeɪt
credible	ˈkredəbl
credibly	ˈkredəbli
creep	kriːp
crept	krept
credibility	ˌkredəˈbɪləti
credential	krəˈdenʃl
creditable	ˈkredɪtəbl
creditably	ˈkredɪtəbli
creeper	ˈkriːpə(r)
creed	kriːd
credulous	ˈkredjələs
cremation	krəˈmeɪʃn
credulity	krɪˈdjuːləti
cremate	krəˈmeɪt
creditor	ˈkredɪtə(r)
creepy	ˈkriːpi
cremains	krɪˈmeɪnz
creeping	ˈkriːpɪŋ
creosote	ˈkriːəsəʊt
creolize	ˈkriːəlaɪz
creole	ˈkriːəʊl
creek	kriːk
creditworthy	ˈkredɪtwɜːði
creditworthiness	ˈkredɪtwɜːðinəs
crematorium	ˌkreməˈtɔːriəm
crematoria	ˌkreməˈtɔːriə
crepe	kreɪp
crepitation	ˌkrepɪˈteɪʃn
crepuscular	krɪˈpʌskjələ(r)
crept	krept
crenellated	ˈkrenəleɪtɪd
crescent	ˈkresnt
crescendo	krəˈʃendəʊ
crest	krest
cretin	ˈkretɪn
cretinous	ˈkretɪnəs
crested	ˈkrestɪd
cress	kres
crestfallen	ˈkrestfɔːlən
creature	ˈkriːtʃə(r)
crevice	ˈkrevɪs
crew	kruː
crewman	ˈkruːmən
crewmen	ˈkruːmən
crevasse	krəˈvæs
cribbage	ˈkrɪbɪdʒ
cricketer	ˈkrɪkɪtə(r)
criminal	ˈkrɪmɪnl
crier	ˈkraɪə(r)
crick	krɪk
cricketing	ˈkrɪkɪtɪŋ
crikey	ˈkraɪki
cricket	ˈkrɪkɪt
criminality	ˌkrɪmɪˈnæləti
criminalize	ˈkrɪmɪnəlaɪz
criminalization	ˌkrɪmɪnəlaɪˈzeɪʃn
criminally	ˈkrɪmɪnəli
crime	kraɪm
crimp	krɪmp
cringe	krɪndʒ
crib	krɪb
crimson	ˈkrɪmzn
criminology	ˌkrɪmɪˈnɒlədʒi
criminological	ˌkrɪmɪnəˈlɒdʒɪkl
cripes	kraɪps
crisp	krɪsp
crisply	krɪspli
crisis	ˈkraɪsɪs
crises	ˈkraɪsiːz
crispy	ˈkrɪspi
crinoline	ˈkrɪnəlɪn
crinkly	ˈkrɪŋkli
crispbread	ˈkrɪspbred
crinkle	ˈkrɪŋkl
cripple	ˈkrɪpl
critical	ˈkrɪtɪkl
critically	ˈkrɪtɪkli
critic	ˈkrɪtɪk
criterion	kraɪˈtɪəriən
criteria	kraɪˈtɪəriə
criticize	ˈkrɪtɪsaɪz
croak	krəʊk
critter	ˈkrɪtə(r)
crochet	ˈkrəʊʃeɪ
crockery	ˈkrɒkəri
crock	krɒk
crofter	ˈkrɒftə(r)
croft	krɒft
critique	krɪˈtiːk
cromlech	ˈkrɒmlek
crone	krəʊn
crook	krʊk
croissant	ˈkrwæsɒ̃
cronyism	ˈkrəʊniɪzəm
crop	krɒp
crocus	ˈkrəʊkəs
croc	krɒk
crooked	ˈkrʊkɪd
crookedly	ˈkrʊkɪdli
croon	kruːn
croaky	ˈkrəʊki
crocked	krɒkt
cropper	ˈkrɒpə(r)
crore	krɔː(r)
croquet	ˈkrəʊkeɪ
crosier	ˈkrəʊziə(r)
criticism	ˈkrɪtɪsɪzəm
crony	ˈkrəʊni
crooner	ˈkruːnə(r)
croquette	krəʊˈket
crossbones	ˈkrɒsbəʊnz
crossbow	ˈkrɒsbəʊ
crossbar	ˈkrɒsbɑː(r)
crosse	krɒs
crossfire	ˈkrɒsfaɪə(r)
crossing	ˈkrɒsɪŋ
crosspiece	ˈkrɒspiːs
crossover	ˈkrɒsəʊvə(r)
crosstown	ˌkrɒsˈtaʊn
crosswalk	ˈkrɒswɔːk
crosswind	ˈkrɒswɪnd
crouch	kraʊtʃ
crotchety	ˈkrɒtʃəti
crowd	kraʊd
croupier	ˈkruːpieɪ
cross	krɒs
crow	krəʊ
crowded	ˈkraʊdɪd
croup	kruːp
crotch	krɒtʃ
crouton	ˈkruːtɒn
crowbar	ˈkrəʊbɑː(r)
crown	kraʊn
crowning	ˈkraʊnɪŋ
crucial	ˈkruːʃl
crucially	ˈkruːʃəli
crucifix	ˈkruːsəfɪks
crowdie	ˈkraʊdi
crude	kruːd
crudely	kruːdli
crucible	ˈkruːsɪbl
crucify	ˈkruːsɪfaɪ
cruddy	ˈkrʌdi
crud	krʌd
cruise	kruːz
crotchet	ˈkrɒtʃɪt
crossroads	ˈkrɒsrəʊdz
crosstalk	ˈkrɒstɔːk
cruel	ˈkruːəl
cruelly	ˈkruːəli
cruet	ˈkruːɪt
crossword	ˈkrɒswɜːd
cruiser	ˈkruːzə(r)
crosswise	ˈkrɒswaɪz
crudites	ˈkruːdɪteɪ
crumbly	ˈkrʌmbli
cruelty	ˈkruːəlti
crumb	krʌm
crumble	ˈkrʌmbl
crumbs	krʌmz
crunch	krʌntʃ
cruciform	ˈkruːsɪfɔːm
crudity	ˈkruːdəti
crummy	ˈkrʌmi
crumpet	ˈkrʌmpɪt
crumple	ˈkrʌmpl
crusade	kruːˈseɪd
crucifixion	ˌkruːsəˈfɪkʃn
crunchy	ˈkrʌntʃi
crust	krʌst
crusty	ˈkrʌsti
